price,LSTAT,LSTAT2,LSTAT3,LSTAT4,LSTAT5,LSTAT6,LSTAT7,LSTAT8,LSTAT9,LSTAT10
17.7,14.65,214.6225,3144.219625,46062.81751,674820.2765,9886117.05,144831614.8,2121783157,31084123244,4.55382E+11
19.5,13.99,195.7201,2738.124199,38306.35754,535905.942,7497324.129,104887564.6,1467377028,20528604626,2.87195E+11
20.2,10.29,105.8841,1089.547389,11211.44263,115365.7447,1187113.513,12215398.05,125696445.9,1293416428,13309255048
21.4,13.22,174.7684,2310.438248,30543.99364,403791.5959,5338124.898,70570011.15,932935547.4,12333407937,1.63048E+11
19.9,14.13,199.6569,2821.151997,39862.87772,563262.4621,7958898.59,112459237.1,1589049020,22453262652,3.17265E+11
19,17.15,294.1225,5044.200875,86508.04501,1483612.972,25443962.47,436363956.3,7483641851,1.28344E+11,2.20111E+12
19.1,21.32,454.5424,9690.843968,206608.7934,4404899.475,93912456.81,2002213579,42687193509,9.10091E+11,1.94031E+13
19.1,18.13,328.6969,5959.274797,108041.6521,1958795.152,35512956.11,643849894.2,11672998582,2.11631E+11,3.83688E+12
20.1,14.76,217.8576,3215.578176,47461.93388,700538.144,10339943.01,152617558.8,2252635167,33248895071,4.90754E+11
19.9,16.29,265.3641,4322.781189,70418.10557,1147110.94,18686437.21,304402062.1,4958709592,80777379252,1.31586E+12
19.6,12.87,165.6369,2131.746903,27435.58264,353095.9486,4544344.858,58485718.33,752711194.9,9687393078,1.24677E+11
23.2,14.36,206.2096,2961.169856,42522.39913,610621.6515,8768526.916,125916046.5,1808154428,25965097585,3.72859E+11
29.8,11.66,135.9556,1585.242296,18483.92517,215522.5675,2512993.137,29301499.98,341655489.7,3983703010,46449977101
13.8,18.14,329.0596,5969.141144,108280.2204,1964203.197,35630646,646339918.4,11724606120,2.12684E+11,3.85809E+12
13.3,24.1,580.81,13997.521,337340.2561,8129900.172,195930594.1,4721927319,1.13798E+11,2.74254E+12,6.60953E+13
16.7,18.68,348.9424,6518.244032,121760.7985,2274491.716,42487505.26,793666598.3,14825692056,2.76944E+11,5.17331E+12
12,24.91,620.5081,15456.85677,385030.3022,9591104.827,238914421.2,5951358233,1.48248E+11,3.69287E+12,9.19893E+13
14.6,18.03,325.0809,5861.208627,105677.5915,1905366.976,34353766.57,619398411.2,11167753355,2.01355E+11,3.63042E+12
21.4,13.11,171.8721,2253.243231,29540.01876,387269.6459,5077105.058,66560847.31,872612708.2,11439952605,1.49978E+11
23,10.74,115.3476,1238.833224,13305.06883,142896.4392,1534707.757,16482761.31,177024856.5,1901246958,20419392333
23.7,7.74,59.9076,463.684824,3588.920538,27778.24496,215003.616,1664127.988,12880350.63,99693913.85,771630893.2
25,7.01,49.1401,344.472101,2414.749428,16927.39349,118661.0284,831813.8089,5831014.8,40875413.75,286536650.4
21.8,10.42,108.5764,1131.366088,11788.83464,122839.6569,1279989.225,13337487.73,138976622.1,1448136402,15089581312
20.6,13.34,177.9556,2373.927704,31668.19557,422453.7289,5635532.744,75178006.8,1002874611,13378347307,1.78467E+11
21.2,10.58,111.9364,1184.287112,12529.75764,132564.8359,1402535.964,14838830.5,156994826.6,1661005266,17573435713
19.1,14.98,224.4004,3361.517992,50355.53952,754325.982,11299803.21,169271052.1,2535680360,37984491798,5.69008E+11
20.6,11.45,131.1025,1501.123625,17187.86551,196801.06,2253372.138,25801110.97,295422720.7,3382590152,38730657235
15.2,18.06,326.1636,5890.514616,106382.694,1921271.453,34698162.44,626648813.7,11317277575,2.0439E+11,3.69128E+12
7,23.97,574.5609,13772.22477,330120.2278,7912981.861,189674175.2,4546489979,1.08979E+11,2.61224E+12,6.26153E+13
8.1,29.68,880.9024,26145.18323,775989.0383,23031354.66,683570606.2,20288375593,6.02159E+11,1.78721E+13,5.30443E+14
13.6,18.07,326.5249,5900.304943,106618.5103,1926596.481,34813598.42,629081723.5,11367506743,2.05411E+11,3.71177E+12
20.1,13.35,178.2225,2379.270375,31763.25951,424039.5144,5660927.517,75573382.36,1008904654,13468877137,1.7981E+11
21.8,12.01,144.2401,1732.323601,20805.20645,249870.5294,3000945.059,36041350.15,432856615.3,5198607950,62435281483
24.5,13.59,184.6881,2509.911279,34109.69428,463550.7453,6299654.628,85612306.4,1163471244,15811574206,2.14879E+11
23.1,17.6,309.76,5451.776,95951.2576,1688742.134,29721861.55,523104763.4,9206643835,1.62037E+11,2.85185E+12
19.7,21.14,446.8996,9447.457544,199719.2525,4222064.997,89254454.05,1886839159,39887779811,8.43228E+11,1.78258E+13
18.3,14.1,198.81,2803.221,39525.4161,557308.367,7858047.975,110798476.4,1562258518,22027845102,3.10593E+11
21.2,12.92,166.9264,2156.689088,27864.42302,360008.3454,4651307.822,60094897.06,776426070.1,10031424825,1.29606E+11
17.5,15.1,228.01,3442.951,51988.5601,785027.2575,11853911.59,178994065,2702810381,40812436757,6.16268E+11
16.8,14.33,205.3489,2942.649737,42168.17073,604269.8866,8659187.475,124086156.5,1778154623,25480955745,3.65142E+11
22.4,9.67,93.5089,904.231063,8743.914379,84553.65205,817633.8153,7906518.994,76456038.67,739329893.9,7149320074
20.6,9.08,82.4464,748.613312,6797.408873,61720.47257,560421.8909,5088630.769,46204767.39,419539287.9,3809416734
23.9,5.64,31.8096,179.406144,1011.850652,5706.837678,32186.5645,181532.2238,1023841.742,5774467.426,32567996.29
22,6.48,41.9904,272.097792,1763.193692,11425.49513,74037.20841,479761.1105,3108851.996,20145360.93,130541938.9
11.9,7.88,62.0944,489.303872,3855.714511,30383.03035,239418.2792,1886616.04,14866534.39,117148291,923128533.2
