BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BUILDING CLASS AT PRESENT,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,sale_year,sale_month
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A5,11234,1,0,1,1900.0,1672.0,1950,1,A5,560000.0,2016-10-13,2016,10
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1800.0,1064.0,1925,1,A9,642500.0,2017-05-12,2017,5
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1800.0,1064.0,1925,1,A9,480000.0,2016-09-01,2016,9
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1800.0,1064.0,1925,1,A9,558775.0,2017-05-11,2017,5
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A1,11234,1,0,1,3450.0,1191.0,1925,1,A1,647700.0,2016-10-06,2016,10
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1800.0,1064.0,1925,1,A9,575000.0,2017-03-27,2017,3
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A1,11229,1,0,1,3100.0,1510.0,1920,1,A1,1130000.0,2016-10-05,2016,10
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A1,11234,1,0,1,3100.0,1824.0,1925,1,A1,839000.0,2016-12-09,2016,12
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A5,11234,1,0,1,2000.0,1386.0,1935,1,A5,640000.0,2016-09-26,2016,9
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A5,11234,1,0,1,2000.0,1386.0,1935,1,A5,652000.0,2016-10-26,2016,10
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,2000.0,1432.0,1920,1,A9,795000.0,2017-07-13,2017,7
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A5,11234,1,0,1,1424.0,1216.0,1925,1,A5,735000.0,2017-07-07,2017,7
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A5,11234,1,0,1,1850.0,1728.0,1930,1,A5,600000.0,2017-01-10,2017,1
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A5,11234,1,0,1,1573.0,1224.0,1945,1,A5,585000.0,2017-06-30,2017,6
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1800.0,1092.0,1935,1,A9,585000.0,2017-04-07,2017,4
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1800.0,1092.0,1935,1,A9,485500.0,2017-03-10,2017,3
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1800.0,1092.0,1935,1,A9,620000.0,2017-01-23,2017,1
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1800.0,1092.0,1935,1,A9,610000.0,2016-10-06,2016,10
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1800.0,1092.0,1935,1,A9,630000.0,2017-06-30,2017,6
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1800.0,1092.0,1935,1,A9,456000.0,2016-11-15,2016,11
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1800.0,1092.0,1935,1,A9,610000.0,2017-08-21,2017,8
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1800.0,1092.0,1935,1,A9,693000.0,2017-06-16,2017,6
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1800.0,1092.0,1935,1,A9,580000.0,2017-02-22,2017,2
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1800.0,1064.0,1925,1,A9,626000.0,2017-05-18,2017,5
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1800.0,1064.0,1925,1,A9,370000.0,2016-11-04,2016,11
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1800.0,1064.0,1925,1,A9,580000.0,2017-06-15,2017,6
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1800.0,1064.0,1925,1,A9,605000.0,2017-08-08,2017,8
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1800.0,1064.0,1925,1,A9,465000.0,2016-09-15,2016,9
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1800.0,1036.0,1930,1,A9,490000.0,2017-02-02,2017,2
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1800.0,1036.0,1930,1,A9,630000.0,2017-08-11,2017,8
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A5,11234,1,0,1,1554.0,1710.0,1930,1,A5,175000.0,2017-05-18,2017,5
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A5,11234,1,0,1,1422.0,1152.0,1920,1,A5,590000.0,2017-04-13,2017,4
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A1,11234,1,0,1,2480.0,1288.0,1930,1,A1,715000.0,2017-02-28,2017,2
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A1,11234,1,0,1,2856.0,1136.0,1920,1,A1,800000.0,2017-01-12,2017,1
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A1,11234,1,0,1,4000.0,1995.0,1925,1,A1,950000.0,2016-09-12,2016,9
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A1,11234,1,0,1,4000.0,1536.0,1920,1,A1,831500.0,2017-04-26,2017,4
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,2000.0,1105.0,1920,1,A9,600000.0,2017-04-14,2017,4
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A1,11234,1,0,1,2000.0,1400.0,1920,1,A1,625000.0,2017-01-17,2017,1
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1800.0,1120.0,1920,1,A9,670000.0,2017-08-04,2017,8
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1800.0,1120.0,1920,1,A9,337250.0,2017-03-30,2017,3
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,2000.0,1261.0,1920,1,A9,710000.0,2017-08-11,2017,8
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A1,11234,1,0,1,2500.0,1472.0,1920,1,A1,689000.0,2016-09-21,2016,9
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A1,11234,1,0,1,2600.0,1632.0,1930,1,A1,800000.0,2017-07-17,2017,7
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A1,11234,1,0,1,2600.0,1525.0,1930,1,A1,800000.0,2016-11-23,2016,11
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A5,11234,1,0,1,1850.0,1683.0,1925,1,A5,550000.0,2017-06-06,2017,6
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A5,11234,1,0,1,2000.0,1852.0,1935,1,A5,620000.0,2017-02-13,2017,2
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A1,11234,1,0,1,3300.0,1408.0,1925,1,A1,700000.0,2016-09-27,2016,9
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A5,11234,1,0,1,2000.0,2040.0,1925,1,A5,685000.0,2017-06-07,2017,6
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A5,11234,1,0,1,2000.0,2040.0,1925,1,A5,690000.0,2017-01-25,2017,1
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A5,11234,1,0,1,2000.0,1536.0,1925,1,A5,720000.0,2016-09-21,2016,9
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A5,11234,1,0,1,1467.0,1377.0,1920,1,A5,590000.0,2017-03-10,2017,3
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A5,11234,1,0,1,1400.0,1938.0,1920,1,A5,640000.0,2016-09-15,2016,9
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1482.0,1124.0,1930,1,A9,558000.0,2016-09-19,2016,9
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1530.0,1124.0,1930,1,A9,554625.0,2017-06-28,2017,6
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1800.0,1060.0,1935,1,A9,615000.0,2017-08-21,2017,8
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1530.0,1066.0,1925,1,A9,525000.0,2017-06-22,2017,6
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1800.0,1036.0,1925,1,A9,595000.0,2017-06-15,2017,6
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1800.0,924.0,1925,1,A9,385000.0,2016-09-08,2016,9
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1800.0,924.0,1925,1,A9,428000.0,2016-09-20,2016,9
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1800.0,1078.0,1925,1,A9,525000.0,2017-06-13,2017,6
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A5,11234,1,0,1,1573.0,1188.0,1925,1,A5,535000.0,2016-10-14,2016,10
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1800.0,994.0,1920,1,A9,550000.0,2017-08-16,2017,8
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1800.0,994.0,1920,1,A9,294500.0,2016-10-10,2016,10
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,2075.0,1339.0,1925,1,A9,350000.0,2017-08-03,2017,8
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A1,11234,1,0,1,2000.0,875.0,1925,1,A1,610000.0,2017-05-24,2017,5
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A1,11234,1,0,1,2000.0,1600.0,1940,1,A1,300000.0,2016-11-07,2016,11
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A1,11234,1,0,1,1900.0,1372.0,1925,1,A1,597000.0,2016-11-03,2016,11
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A1,11234,1,0,1,2000.0,840.0,1930,1,A1,510000.0,2017-06-28,2017,6
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A5,11234,1,0,1,2300.0,1260.0,1940,1,A5,663000.0,2017-03-20,2017,3
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1530.0,1146.0,1925,1,A9,400000.0,2017-03-17,2017,3
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A2,11234,1,0,1,2200.0,1694.0,1940,1,A2,710000.0,2017-05-25,2017,5
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A2,11234,1,0,1,2200.0,1568.0,1940,1,A2,625000.0,2017-07-27,2017,7
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1800.0,938.0,1925,1,A9,430000.0,2017-01-06,2017,1
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1800.0,938.0,1925,1,A9,430000.0,2016-11-14,2016,11
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1800.0,1050.0,1930,1,A9,625000.0,2016-12-30,2016,12
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,S1,11234,1,1,2,1530.0,1800.0,1929,1,S1,485000.0,2017-07-12,2017,7
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1445.0,1036.0,1925,1,A9,551500.0,2016-09-06,2016,9
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1530.0,1036.0,1925,1,A9,535000.0,2017-01-11,2017,1
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1800.0,980.0,1925,1,A9,570000.0,2016-10-24,2016,10
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1800.0,1064.0,1925,1,A9,605000.0,2017-08-14,2017,8
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1800.0,1064.0,1925,1,A9,550000.0,2017-05-24,2017,5
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1530.0,1064.0,1925,1,A9,572400.0,2016-09-29,2016,9
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1800.0,1064.0,1925,1,A9,490000.0,2016-09-28,2016,9
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1800.0,1064.0,1925,1,A9,595000.0,2017-08-08,2017,8
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1800.0,1008.0,1925,1,A9,484000.0,2016-10-20,2016,10
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1800.0,1120.0,1925,1,A9,525000.0,2016-10-31,2016,10
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1800.0,1036.0,1925,1,A9,599999.0,2016-09-27,2016,9
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,1800.0,1036.0,1925,1,A9,520000.0,2016-11-10,2016,11
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A5,11234,1,0,1,2000.0,2064.0,1930,1,A5,740000.0,2017-08-17,2017,8
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A5,11234,1,0,1,2000.0,1376.0,1930,1,A5,685000.0,2017-01-19,2017,1
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A5,11234,1,0,1,2350.0,1535.0,1930,1,A5,740000.0,2017-04-05,2017,4
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A1,11234,1,0,1,2650.0,1184.0,1925,1,A1,750000.0,2016-11-15,2016,11
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A5,11234,1,0,1,2000.0,1360.0,1935,1,A5,160000.0,2017-05-25,2017,5
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A5,11234,1,0,1,2008.0,1568.0,1930,1,A5,596000.0,2016-09-01,2016,9
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A5,11234,1,0,1,2000.0,2368.0,1935,1,A5,345000.0,2017-07-28,2017,7
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A1,11234,1,0,1,1770.0,1008.0,1925,1,A1,675000.0,2017-07-10,2017,7
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A5,11234,1,0,1,2017.0,1800.0,1930,1,A5,705000.0,2017-01-13,2017,1
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,2000.0,1320.0,1925,1,A9,715000.0,2017-06-13,2017,6
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A1,11234,1,0,1,2583.0,1092.0,1925,1,A1,615000.0,2017-05-24,2017,5
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A5,11234,1,0,1,1600.0,1540.0,1940,1,A5,600000.0,2016-12-06,2016,12
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A1,11234,1,0,1,2500.0,838.0,1925,1,A1,281500.0,2017-04-28,2017,4
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A1,11234,1,0,1,2500.0,1292.0,1925,1,A1,472500.0,2016-12-08,2016,12
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A5,11234,1,0,1,2467.0,1295.0,1935,1,A5,463050.0,2016-09-13,2016,9
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A5,11234,1,0,1,2467.0,1295.0,1935,1,A5,864329.0,2016-09-13,2016,9
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A5,11234,1,0,1,1600.0,1700.0,1940,1,A5,625000.0,2017-05-01,2017,5
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A1,11234,1,0,1,3125.0,1840.0,1920,1,A1,700000.0,2016-11-28,2016,11
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,2167.0,1192.0,1920,1,A9,690000.0,2017-03-03,2017,3
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,2167.0,1260.0,1920,1,A9,540000.0,2016-12-22,2016,12
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,2167.0,1176.0,1920,1,A9,605000.0,2016-10-03,2016,10
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,2250.0,1146.0,1920,1,A9,490000.0,2017-03-27,2017,3
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A1,11234,1,0,1,2500.0,956.0,1925,1,A1,549000.0,2017-02-27,2017,2
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A1,11234,1,0,1,2000.0,1260.0,1925,1,A1,599000.0,2016-11-29,2016,11
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A1,11234,1,0,1,2500.0,1166.0,1920,1,A1,620000.0,2017-08-10,2017,8
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A1,11234,1,0,1,3000.0,1190.0,1920,1,A1,648000.0,2016-12-20,2016,12
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A2,11234,1,0,1,4000.0,852.0,1925,1,A2,560000.0,2017-05-10,2017,5
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A2,11234,1,0,1,2000.0,876.0,1925,1,A2,495000.0,2017-05-12,2017,5
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A1,11234,1,0,1,2000.0,1863.0,1993,1,A1,730000.0,2017-04-07,2017,4
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A1,11234,1,0,1,4000.0,1210.0,1920,1,A1,700000.0,2016-12-30,2016,12
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A2,11234,1,0,1,4000.0,800.0,1910,1,A2,407500.0,2017-02-10,2017,2
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A9,11234,1,0,1,2100.0,1036.0,1925,1,A9,250000.0,2017-03-07,2017,3
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A5,11229,1,0,1,2500.0,1320.0,1950,1,A5,780000.0,2017-06-07,2017,6
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A5,11229,1,0,1,2000.0,1805.0,1930,1,A5,788000.0,2017-01-30,2017,1
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A5,11229,1,0,1,2000.0,1805.0,1930,1,A5,460000.0,2016-11-22,2016,11
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A2,11229,1,0,1,7000.0,1850.0,1960,1,A2,840000.0,2017-05-24,2017,5
Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,A5,11229,1,0,1,1200.0,1380.0,1940,1,A5,685000.0,2016-11-18,2016,11
Brooklyn,MARINE PARK,02 TWO FAMILY DWELLINGS                    ,1,B3,11229,2,0,2,2000.0,2460.0,1930,1,B3,718000.0,2017-05-15,2017,5
Brooklyn,MARINE PARK,02 TWO FAMILY DWELLINGS                    ,1,B1,11234,2,0,2,1817.0,1746.0,1935,1,B1,570000.0,2017-02-28,2017,2
Brooklyn,MARINE PARK,02 TWO FAMILY DWELLINGS                    ,1,B3,11234,2,0,2,2390.0,1492.0,1935,1,B3,722500.0,2016-11-28,2016,11
Brooklyn,MARINE PARK,02 TWO FAMILY DWELLINGS                    ,1,B2,11234,2,0,2,2000.0,1960.0,1940,1,B2,400000.0,2016-10-08,2016,10
Brooklyn,MARINE PARK,02 TWO FAMILY DWELLINGS                    ,1,B3,11234,2,0,2,1533.0,2260.0,1945,1,B3,560000.0,2017-01-31,2017,1
Brooklyn,MARINE PARK,02 TWO FAMILY DWELLINGS                    ,1,B1,11234,2,0,2,2500.0,1600.0,1930,1,B1,550000.0,2017-04-06,2017,4
Brooklyn,MARINE PARK,02 TWO FAMILY DWELLINGS                    ,1,B1,11234,2,0,2,2500.0,2576.0,1930,1,B1,792500.0,2017-02-14,2017,2
Brooklyn,MARINE PARK,02 TWO FAMILY DWELLINGS                    ,1,B1,11234,2,0,2,2500.0,1680.0,1925,1,B1,624000.0,2017-04-24,2017,4
Brooklyn,MARINE PARK,02 TWO FAMILY DWELLINGS                    ,1,B1,11234,2,0,2,2625.0,2440.0,1925,1,B1,400000.0,2017-06-27,2017,6
Brooklyn,MARINE PARK,02 TWO FAMILY DWELLINGS                    ,1,B3,11234,2,0,2,2000.0,1464.0,1925,1,B3,723000.0,2017-01-25,2017,1
Brooklyn,MARINE PARK,02 TWO FAMILY DWELLINGS                    ,1,B9,11234,2,0,2,1800.0,2214.0,1930,1,B9,910000.0,2017-08-16,2017,8
Brooklyn,MARINE PARK,02 TWO FAMILY DWELLINGS                    ,1,B2,11234,2,0,2,2500.0,2080.0,1925,1,B2,847000.0,2017-05-18,2017,5
Brooklyn,MARINE PARK,02 TWO FAMILY DWELLINGS                    ,1,B2,11234,2,0,2,2500.0,2080.0,1925,1,B2,780000.0,2017-02-28,2017,2
Brooklyn,MARINE PARK,02 TWO FAMILY DWELLINGS                    ,1,B1,11229,2,0,2,1800.0,1863.0,1950,1,B1,649000.0,2016-09-28,2016,9
Brooklyn,MARINE PARK,02 TWO FAMILY DWELLINGS                    ,1,B1,11234,2,0,2,2500.0,1680.0,1930,1,B1,700000.0,2017-03-30,2017,3
Brooklyn,MARINE PARK,02 TWO FAMILY DWELLINGS                    ,1,B1,11234,2,0,2,2500.0,1600.0,1930,1,B1,820000.0,2017-01-20,2017,1
Brooklyn,MARINE PARK,02 TWO FAMILY DWELLINGS                    ,1,B1,11234,2,0,2,2500.0,1600.0,1930,1,B1,330000.0,2017-07-17,2017,7
Brooklyn,MARINE PARK,02 TWO FAMILY DWELLINGS                    ,1,B1,11234,2,0,2,2500.0,1600.0,1930,1,B1,330000.0,2017-06-10,2017,6
Brooklyn,MARINE PARK,02 TWO FAMILY DWELLINGS                    ,1,B3,11234,2,0,2,3100.0,1374.0,1925,1,B3,850000.0,2016-12-05,2016,12
Brooklyn,MARINE PARK,02 TWO FAMILY DWELLINGS                    ,1,B3,11234,2,0,2,3350.0,1374.0,1925,1,B3,999000.0,2017-05-10,2017,5
Brooklyn,MARINE PARK,02 TWO FAMILY DWELLINGS                    ,1,B2,11234,2,0,2,2900.0,3384.0,1930,1,B2,760000.0,2016-11-11,2016,11
Brooklyn,MARINE PARK,02 TWO FAMILY DWELLINGS                    ,1,B1,11234,2,0,2,2055.0,2036.0,1940,1,B1,530000.0,2016-11-01,2016,11
Brooklyn,MARINE PARK,02 TWO FAMILY DWELLINGS                    ,1,B1,11234,2,0,2,2375.0,2793.0,1930,1,B1,710000.0,2017-06-21,2017,6
Brooklyn,MARINE PARK,02 TWO FAMILY DWELLINGS                    ,1,B9,11234,2,0,2,2658.0,2148.0,1955,1,B9,739000.0,2017-02-02,2017,2
Brooklyn,MARINE PARK,02 TWO FAMILY DWELLINGS                    ,1,B3,11234,2,0,2,4000.0,1464.0,1920,1,B3,772000.0,2016-09-16,2016,9
Brooklyn,MARINE PARK,02 TWO FAMILY DWELLINGS                    ,1,B3,11234,2,0,2,2600.0,1544.0,1930,1,B3,650000.0,2016-11-07,2016,11
Brooklyn,MARINE PARK,02 TWO FAMILY DWELLINGS                    ,1,B3,11229,2,0,2,3100.0,1345.0,1925,1,B3,910000.0,2016-09-22,2016,9
Brooklyn,MARINE PARK,02 TWO FAMILY DWELLINGS                    ,1,B3,11234,2,0,2,2000.0,1852.0,1935,1,B3,675000.0,2017-05-25,2017,5
Brooklyn,MARINE PARK,02 TWO FAMILY DWELLINGS                    ,1,B1,11234,2,0,2,4000.0,1704.0,1955,1,B1,98250.0,2017-01-21,2017,1
Brooklyn,MARINE PARK,02 TWO FAMILY DWELLINGS                    ,1,B1,11234,2,0,2,8000.0,4360.0,1950,1,B1,505000.0,2016-12-23,2016,12
Brooklyn,MARINE PARK,02 TWO FAMILY DWELLINGS                    ,1,B1,11234,2,0,2,2650.0,1988.0,1940,1,B1,730000.0,2016-12-27,2016,12
Brooklyn,MARINE PARK,02 TWO FAMILY DWELLINGS                    ,1,S2,11234,2,1,3,3000.0,1649.0,1940,1,S2,825000.0,2017-07-13,2017,7
Brooklyn,MARINE PARK,02 TWO FAMILY DWELLINGS                    ,1,B1,11234,2,0,2,2200.0,1694.0,1940,1,B1,760000.0,2017-05-15,2017,5
Brooklyn,MARINE PARK,02 TWO FAMILY DWELLINGS                    ,1,B1,11234,2,0,2,2000.0,1596.0,1940,1,B1,650000.0,2017-04-24,2017,4
Brooklyn,MARINE PARK,02 TWO FAMILY DWELLINGS                    ,1,B9,11234,2,0,2,3500.0,1623.0,1950,1,B9,850000.0,2016-12-15,2016,12
Brooklyn,MARINE PARK,02 TWO FAMILY DWELLINGS                    ,1,B1,11234,2,0,2,1800.0,1890.0,1935,1,B1,717000.0,2016-10-07,2016,10
Brooklyn,MARINE PARK,02 TWO FAMILY DWELLINGS                    ,1,B1,11234,2,0,2,1800.0,1890.0,1935,1,B1,900000.0,2017-08-22,2017,8
