default,student,balance,income
Yes,Yes,1647.282248,16154.46228
No,Yes,1434.386464,15761.69962
No,No,307.4762385,36120.96859
No,Yes,1277.8949,20649.92999
No,No,998.3930699,46051.92286
No,No,561.343259,44403.99429
No,Yes,1577.083581,15230.8206
No,Yes,412.0714443,12588.97113
Yes,Yes,1758.406571,14272.27378
No,Yes,251.4681938,19373.88802
No,No,1353.131735,40164.04859
No,No,10.19445669,32641.93256
No,No,933.5547342,33633.14869
No,Yes,1692.752538,23743.84195
No,No,663.2504792,36276.86395
No,No,51.53040142,36851.91287
No,No,797.7426471,53398.92859
No,No,0,50243.93117
No,No,1217.072762,62764.09766
No,No,0,44980.29304
No,No,741.844666,45808.54028
No,No,455.1844905,43513.35063
No,Yes,1788.140822,26228.71044
No,No,1253.773412,28153.01406
No,No,918.0933737,44112.81017
No,No,0,30241.94858
No,Yes,699.1734013,17572.83106
No,No,171.996377,33505.49343
No,No,1326.348854,46587.08029
No,No,1275.495303,40026.28595
Yes,Yes,2247.421889,17926.72301
No,No,993.7721191,52645.66309
No,No,997.3795041,34824.84806
No,Yes,652.3726691,12139.05712
No,No,1124.886189,41989.0342
No,No,1608.818447,36721.10348
No,Yes,776.606473,4755.25219
No,No,845.0207249,33895.23785
No,No,570.0546987,42157.80771
No,No,186.4381344,13325.12133
No,No,0,48672.95601
No,No,1429.488716,31995.488
No,No,295.0566741,39479.75168
No,No,896.5812766,54840.05787
No,Yes,1562.532324,13754.33407
No,No,889.3087417,33036.24479
No,Yes,1805.682955,20727.64022
No,No,1334.105928,43704.43086
No,No,527.9402237,56820.82074
No,No,1282.076946,52753.07657
No,No,932.8287296,48165.18024
No,Yes,1850.888247,21575.76333
No,No,455.1907842,36488.15785
No,No,748.2866448,45626.99455
No,No,874.4787423,33485.52051
No,Yes,538.7065362,16350.36018
No,No,841.8517272,48615.01457
No,No,1814.168195,28322.83919
No,Yes,365.7044087,15953.97561
No,No,401.1807575,39686.67595
No,No,2096.136391,49992.52981
No,No,1429.878559,33452.58756
No,Yes,1737.347715,19202.71019
No,No,1043.390338,45309.94897
No,Yes,1155.456548,22194.47788
No,Yes,931.649113,19179.44679
No,No,146.7554609,49925.06939
No,No,1406.947652,27667.83603
No,Yes,705.8968256,18447.87609
No,No,641.8039407,32628.64126
No,No,379.6035635,42862.48889
No,No,706.2267919,33920.45697
No,No,577.1319969,43616.09623
No,No,90.99981606,52387.59199
No,No,549.3990418,48424.40438
Yes,Yes,1102.434982,17391.77965
No,Yes,1228.338796,18129.69406
No,Yes,974.0143849,20108.10358
No,No,263.6560618,50782.8322
No,No,847.0691474,35581.29012
No,No,835.1918091,39977.13147
No,No,757.9077112,37088.83957
No,Yes,1013.665766,13821.09008
No,Yes,643.5770009,28765.91053
No,Yes,757.2727635,18876.08916
No,No,1248.278943,41100.62617
No,No,699.2858502,41475.9821
No,No,866.4026312,18586.72717
No,No,697.6663826,35402.26796
No,No,899.0968928,39630.63879
No,No,674.2046296,46481.95268
No,No,902.9239586,33778.40323
No,No,1591.755806,46259.65998
No,No,484.2173586,30178.57524
No,No,751.6872866,51327.31727
No,No,604.1949471,38292.7691
No,No,640.6334699,46075.41506
No,Yes,782.4451651,23447.21338
No,No,1026.955197,40307.01102
No,Yes,862.9022538,16157.86653
No,Yes,780.5121258,14813.34158
No,No,878.0093852,15262.93511
No,No,481.8620283,32928.239
No,Yes,1579.990032,13274.7315
No,No,1.674025903,23001.66708
No,No,514.8490253,37656.84787
No,No,2087.678741,44997.36435
No,Yes,973.5147102,20770.48403
No,No,528.8724969,45235.49719
No,No,1131.412434,37663.22687
No,No,955.3433705,40368.59789
No,No,759.0322605,45774.38354
No,No,1023.852414,31492.99837
No,No,1096.077756,30374.83472
No,No,829.3296907,48734.16617
No,No,792.3568717,39911.42723
No,No,882.2645345,18379.51486
No,Yes,733.8470899,16400.12834
No,No,553.5194362,45385.31133
No,Yes,822.9595949,8918.702539
No,No,493.9599904,34621.75764
No,No,88.25405671,43927.31589
No,No,0,45077.57458
No,No,611.8257349,21716.53436
No,Yes,1096.692136,20856.58764
No,No,191.6110706,35119.58138
No,No,447.9581612,54044.82311
No,No,1149.689188,39974.56302
No,Yes,463.3000047,16416.61273
No,No,1347.635595,58953.09267
No,Yes,0,16979.89307
No,No,643.0108474,27735.15824
No,Yes,365.2229558,15375.15172
No,No,289.6815694,45991.04432
No,No,578.2906566,48044.38449
No,No,1186.932729,51742.57644
No,No,426.0072838,50874.56518
No,No,1115.738777,48125.64676
No,Yes,932.6958142,18743.31374
No,Yes,1048.487596,22935.59545
No,No,768.372947,44405.30875
No,No,785.4947084,50683.15418
No,Yes,865.2058661,22081.58164
Yes,No,1801.801183,24152.26483
No,No,950.3412748,64396.16534
No,No,787.0429349,46266.94145
No,No,982.8399888,32419.66505
No,No,1175.389577,35339.55667
No,Yes,887.2848722,13132.90135
No,No,801.9944369,46439.00355
No,No,1096.246733,42685.10729
No,No,628.8553316,40490.42605
No,Yes,567.7225809,14892.32445
No,Yes,843.0087866,22037.47041
No,Yes,1217.309875,10520.04307
No,No,0,10593.92125
No,No,1186.777951,38581.92786
No,No,439.0438931,40148.10805
No,Yes,778.9993533,10489.57353
No,Yes,742.5493235,24505.01935
No,Yes,763.3376238,15849.86396
No,No,408.11603,39388.31756
No,No,1071.258354,36869.05258
No,No,1373.575601,22182.41659
No,No,52.91808918,30506.35885
No,Yes,1140.454363,18991.88604
No,No,1162.299227,47513.12477
No,Yes,1528.49437,22664.34935
No,No,991.9611672,49910.09688
No,No,592.4323214,32283.26412
No,No,848.3276082,30472.71793
No,No,309.5179821,35293.19357
No,Yes,425.8446454,15324.758
No,Yes,1268.486114,19862.04442
No,Yes,898.6319508,15293.87405
No,No,274.9569465,24102.39151
No,No,399.443128,45360.93225
No,Yes,850.3864062,6389.070569
No,No,92.90008897,43955.88137
No,No,854.0233346,32107.30834
No,No,0,29721.34187
No,No,1094.812833,32936.05866
No,No,680.1644594,25391.63308
No,No,1231.351894,29867.87647
No,No,0,38228.26017
No,No,830.0460942,51847.12293
No,No,1267.001444,32752.19374
No,No,1623.690272,36747.90398
No,No,302.7190177,45260.39773
No,No,439.9619588,28215.47884
No,Yes,1016.825478,18703.55523
No,No,1421.204764,47423.79177
No,No,479.6771518,40995.03621
No,Yes,925.8969167,12384.20423
No,Yes,1192.702159,21597.75167
No,No,1649.91703,36091.38475
No,No,808.9991026,26379.8867
No,No,752.0562947,49741.43152
No,No,727.1907763,27282.19836
No,No,845.60731,31633.08725
No,No,445.6618979,46816.10511
No,No,1459.044966,49753.80492
No,Yes,988.6416096,22085.45082
No,No,796.9912085,25159.55486
No,No,903.4591316,33640.09968
No,No,1163.083904,45488.75056
No,No,1217.210527,33865.05058
No,Yes,740.2286772,23469.3875
No,No,1259.450524,28881.72525
No,No,501.391686,42856.19
No,No,808.6118886,48650.43388
No,No,413.8882716,53142.0239
No,Yes,666.4982302,11951.89879
No,Yes,412.1607883,17679.52177
No,Yes,372.6524955,22308.04128
No,No,1235.076654,48687.55716
No,No,853.2462216,41581.19534
No,No,1911.668517,52802.08882
No,No,357.9694607,57012.55088
No,Yes,698.1579817,19582.81616
No,No,918.4610912,32468.45074
Yes,No,1741.914915,35067.42512
No,No,577.4934767,39015.41684
No,Yes,1415.681994,21856.32093
No,Yes,1524.486833,15845.87125
No,Yes,1171.441401,19213.38573
No,Yes,396.8014841,26061.76425
No,No,1236.158124,19682.7109
No,No,1053.405495,52921.85379
No,No,1207.040625,42171.98897
No,No,528.9619452,27065.70528
No,No,662.703255,48652.16994
No,No,517.2285076,40248.58607
No,No,938.8460043,40914.22823
Yes,No,1823.636559,44260.15637
No,No,638.7219872,48085.70791
No,No,929.0226144,23889.68006
No,Yes,282.2487063,19809.09867
No,Yes,1429.609328,14827.89454
No,Yes,672.3581632,24495.03762
No,No,752.4667639,39896.10937
No,No,471.346127,30337.14118
No,No,270.5857589,44958.63127
Yes,No,2075.327892,43817.49942
No,No,96.80389905,31371.72608
No,Yes,568.294951,13286.3505
No,Yes,990.8805619,21164.66399
No,No,284.5609721,45542.1738
No,No,983.8373408,28980.10202
No,No,924.4373405,40987.48615
No,No,857.1531969,31252.65135
No,No,195.0223352,44222.97874
No,No,1046.008996,45573.38377
No,Yes,933.3504051,15557.63256
No,No,0,43646.91172
No,No,691.8920905,32512.19539
No,Yes,1097.969621,16275.68364
No,No,0,45374.99718
No,Yes,402.909163,22752.32695
No,No,1230.903161,44303.198
No,No,959.4820389,31357.44633
No,No,630.2291255,46713.63044
No,Yes,1353.49303,16727.66372
No,Yes,603.57519,15477.35388
No,No,830.2500906,35377.85706
No,No,858.1799645,30892.7358
No,No,380.1735083,37395.71893
No,Yes,1005.811733,12112.65742
No,No,1027.825307,33089.46729
No,No,456.003327,29898.00506
No,No,1043.09783,30516.2627
No,No,586.9688854,50317.65289
No,No,271.9422082,27790.06928
No,No,419.7290517,37444.53606
No,Yes,597.1123802,12660.81457
No,No,342.9573696,43688.53486
No,No,728.2789548,30028.18011
No,Yes,513.8367632,9879.115221
No,No,795.9586091,22570.4834
No,No,1.976691657,51672.36067
No,No,1355.64122,36671.65987
No,Yes,319.2626761,24881.38566
No,No,1719.169241,57866.05876
No,Yes,1191.085574,20895.40819
No,No,984.4391631,25294.86799
No,No,947.7959041,45284.20595
No,No,949.0387135,47760.40017
No,Yes,219.7286195,18401.98242
No,No,1465.743931,25521.26989
No,Yes,645.3388269,20122.20229
No,Yes,856.5644805,23199.97702
No,Yes,912.8325373,19467.97931
No,Yes,774.3476913,15147.40509
No,Yes,1376.340022,17101.42779
No,No,699.6803861,50267.84987
No,Yes,903.4586502,17254.9607
No,Yes,1150.547186,23705.95342
No,No,751.338737,42736.4281
No,No,556.077321,25371.21377
No,No,751.3922405,29875.04689
No,No,425.9869196,39772.75241
No,No,297.6808143,26586.53383
No,No,507.2462937,46106.23331
No,No,865.6970038,33541.04638
No,Yes,1265.527377,14672.25618
No,No,564.4113065,39643.53629
No,No,621.0412193,50804.67531
No,No,1205.59069,25920.86062
No,No,1943.9323,24193.60895
No,No,415.2887519,35790.13089
No,Yes,1169.420444,19879.24817
No,No,685.636884,49260.62537
No,No,781.9190194,54925.50779
No,No,651.3743295,44648.69641
No,No,490.2510328,49222.49138
No,No,976.2895424,35909.43829
No,No,1476.838123,41154.88175
No,No,752.9482339,62329.12133
No,No,511.605907,29914.17626
No,Yes,1384.372132,21059.60487
No,Yes,1031.670446,22440.62198
No,Yes,1491.507493,23636.16481
No,No,672.2363541,46336.05827
No,Yes,644.413564,23319.64913
No,No,539.5934291,9950.229447
No,Yes,0,17648.35555
No,No,919.8126372,44316.35833
No,No,1249.872794,50418.04452
No,No,539.8053161,35924.61001
No,No,1162.11326,49255.14433
No,No,944.4502979,47463.33358
No,No,0,29675.04039
No,Yes,1440.528795,20882.01732
No,Yes,1558.471919,17470.4767
No,No,854.1406227,52239.80024
No,No,468.5494575,53273.91902
No,No,902.4974099,56947.86374
No,No,897.2856085,66547.91535
No,Yes,422.1894101,14366.56905
No,No,194.5759668,44543.781
No,Yes,487.5114038,17713.58867
No,No,1558.860467,42112.3133
No,No,630.0289508,43547.54217
No,No,1056.65463,30711.86121
No,No,1712.470037,40395.34637
No,No,25.60294273,35464.24798
No,No,1384.850571,40131.49389
No,No,961.365709,42619.07773
No,No,229.214974,68145.13373
No,No,778.791565,53219.52735
No,No,653.4362222,41440.92856
Yes,No,961.4888501,27717.615
No,No,1084.457564,33080.96538
No,Yes,869.6677558,20285.25178
No,No,818.334937,27390.83691
No,No,416.8611818,39672.5173
No,No,250.8352449,58139.02159
No,No,0,48411.0769
No,Yes,481.5883754,19623.46054
No,Yes,1506.911513,23375.64593
No,No,1100.008931,34358.07468
No,No,220.6667528,64467.7334
No,Yes,789.2835878,20370.17371
No,No,41.35917584,47351.83354
No,No,382.9626972,43645.94779
No,No,567.9170514,28875.52181
No,No,244.5090864,33751.24507
No,Yes,815.341565,26064.36562
No,No,529.0726813,43914.67143
No,No,736.4185577,48660.15108
No,Yes,0,17744.92997
No,Yes,1260.341165,11696.67776
No,Yes,708.213553,12092.31447
No,Yes,99.99761123,4376.810337
No,No,1143.30818,48630.03384
No,Yes,892.3838609,17841.5227
No,No,1250.047245,50883.71442
No,No,415.6553667,43389.66075
No,Yes,1058.867384,16059.83275
No,No,857.6996646,43162.67365
No,No,1429.767205,37255.9111
No,Yes,322.266857,19231.93909
No,No,572.1867296,35926.37624
No,No,1438.758473,24061.6476
No,Yes,1742.886938,20344.42801
No,No,325.2675938,39431.53541
No,No,1091.418551,43091.15686
No,No,1252.409529,53237.10354
No,No,607.4312695,34541.302
Yes,No,1258.764794,26331.3724
No,No,1026.702707,33915.04884
No,Yes,590.5662326,9143.396433
No,Yes,1218.170346,18918.37715
No,No,260.6188019,42125.14867
No,Yes,1498.070591,13274.63056
No,No,909.9468758,53430.89543
No,Yes,1167.110583,18676.56977
No,No,923.6855831,38403.01062
No,Yes,1275.197078,15793.90917
No,No,709.2575197,23249.93691
No,No,682.9880122,41679.75979
No,No,1355.961899,25208.04886
No,Yes,1815.889294,15490.02827
No,No,698.2917247,43876.16188
No,No,189.1298582,28827.21309
No,No,1418.70284,35619.96673
No,No,670.4225823,53666.19234
No,No,206.0163452,38550.37667
No,No,1616.962125,47504.6645
No,No,995.5295997,24126.61036
No,No,591.0368363,30834.71179
No,No,1294.903234,52338.22146
No,Yes,1259.372813,22361.05474
No,Yes,1313.35267,17437.61583
No,No,0,24461.85446
No,Yes,769.4791217,27515.57093
No,Yes,571.5771218,15325.0791
No,No,756.0879108,49163.2233
No,No,183.4286922,39020.22886
No,No,1054.805589,52290.34067
No,No,1386.207726,44536.4873
No,No,596.1879849,45929.44918
No,Yes,1029.916975,16691.80329
No,No,417.5384554,31730.8666
No,No,1218.421391,40449.31171
No,No,210.7807881,46326.76112
Yes,No,1178.158858,44437.20214
No,No,997.6251137,30670.94715
No,No,637.902181,48425.72265
No,No,0,54245.1198
No,No,350.051852,48411.98668
No,No,1517.918958,49400.17084
No,No,190.6411053,31463.41998
No,No,971.5836736,41278.41903
No,Yes,925.3906782,16427.57101
No,No,1637.839922,34107.08056
No,No,224.5924725,27246.0453
No,No,255.117031,55980.07404
No,No,1201.016548,41585.83205
No,No,1075.570111,51370.2097
No,No,438.4202406,29899.82216
No,Yes,1246.437178,15756.71825
No,Yes,1655.11286,17269.79891
No,No,1063.816802,38457.24929
No,No,1626.563799,43592.8405
No,No,409.40402,48746.43435
No,No,1018.673018,38421.81091
No,Yes,1090.891882,20421.95772
No,No,324.885414,36555.39975
No,Yes,1085.152966,20054.8985
No,Yes,869.772061,18724.40368
No,Yes,608.8406483,24523.8541
No,Yes,1042.972565,9595.587571
No,Yes,1276.667762,19073.10852
No,No,928.0940903,55894.66202
No,No,1592.763904,35084.09317
No,No,0,39653.92321
No,No,340.999798,48058.38318
No,No,81.53186513,40847.81131
Yes,Yes,2145.607674,23516.19134
No,No,654.4160098,47244.70418
No,Yes,1155.780577,15146.89646
No,No,1745.313528,49090.12856
No,No,534.7848919,46138.43179
No,No,584.8374117,39553.1715
No,No,1365.556851,38511.3198
No,Yes,946.3671498,12532.65752
No,No,263.190295,34112.47197
No,Yes,1090.925059,18935.81822
No,No,835.189928,44678.83175
No,No,1265.535986,35133.21729
No,No,357.5066215,66404.68311
No,Yes,564.0054409,16502.33737
No,No,817.9277097,59431.83918
No,No,1366.278621,41192.46265
No,No,836.3431371,34559.1584
No,No,0,27367.78266
No,Yes,780.2279181,25228.71073
No,No,995.8773192,52860.58494
No,No,0,22827.18449
No,No,554.3445863,31028.9242
No,No,1204.578841,39583.12053
No,No,1053.375879,39612.67194
No,No,821.498847,39318.48939
No,Yes,470.9123472,24074.36465
No,Yes,1534.853735,21678.35097
No,No,1177.976867,50811.75946
No,Yes,1151.899517,15097.51233
No,Yes,906.4390691,24662.29072
No,Yes,1513.542437,13246.37528
No,No,740.8851866,34196.06746
No,No,1176.414512,57318.70197
No,No,208.2950791,37295.80198
No,Yes,375.3063048,19342.15809
No,Yes,953.1305453,18057.78649
No,No,280.9559003,37690.03348
No,No,399.1294716,38004.10498
No,No,1229.858122,58399.49667
No,No,1740.864107,46458.60612
No,Yes,795.1395535,24606.15429
No,No,584.8167761,47449.62424
No,No,1140.748209,39017.07762
No,No,1202.316722,49914.52204
No,Yes,476.7204658,10516.86972
No,No,1059.872271,38698.67273
No,No,1367.108606,36427.42974
No,Yes,1604.777659,23999.76034
No,Yes,1055.682537,25109.50847
No,No,367.6116872,44046.01751
No,Yes,0,18032.07378
No,No,543.8057414,31512.61059
No,No,192.6274629,38042.01839
No,No,1184.839953,34527.6868
No,Yes,1510.777233,19491.69407
No,No,801.6399094,37441.79212
No,No,631.0308358,44525.88999
No,No,279.1168757,30144.4325
No,No,674.0325619,54832.66573
No,Yes,957.6302042,15018.91365
No,No,274.4242206,31292.62745
No,No,1044.449897,43374.0041
No,No,319.807607,45202.6354
No,Yes,429.222463,19442.02909
No,No,835.5850236,41032.37131
No,No,2.788920349,54838.80551
No,Yes,867.4416448,16396.68236
No,Yes,271.7309257,14215.09288
No,No,404.1946521,41668.41958
No,No,1572.811108,18218.47436
No,No,730.6335593,42300.14687
No,No,0,56610.2365
No,No,1046.168559,46078.98231
No,No,514.8717738,50339.1918
No,Yes,1181.586009,22142.05215
No,No,0,45235.29087
No,No,272.2199278,47757.82441
No,No,1175.125526,33284.20607
No,No,812.8896264,48563.79976
No,No,571.0415013,40389.44633
No,Yes,1041.147351,12488.73193
No,No,334.0194949,40916.03325
No,No,1402.601194,37273.59307
No,No,1569.870324,55938.76622
No,Yes,1035.966107,30531.61311
No,No,1376.113241,63073.44514
No,Yes,668.642229,20240.95496
No,No,0,36249.17499
No,No,1112.655684,35159.21546
No,No,718.5798774,12571.68936
No,No,641.5503677,45574.49958
Yes,Yes,2125.792202,19539.14861
No,Yes,814.3541028,17973.50916
No,No,904.0336286,18898.31133
No,No,795.4973264,25336.32685
No,Yes,1753.598144,21130.91859
No,No,284.3956974,60840.80984
No,Yes,1300.889693,14156.64567
No,No,1237.843391,31880.17559
No,No,563.4665954,31151.18709
No,Yes,6.727869735,21695.70276
No,No,661.5281862,58519.85979
No,No,630.7148446,53546.5706
No,No,721.1416861,40458.95421
No,Yes,360.0091602,18487.43325
No,No,751.0309852,45581.71886
No,No,572.4682971,52797.42938
No,Yes,242.4629888,23413.35959
No,No,199.4547896,57455.21016
No,No,477.5668171,16978.27113
No,Yes,1184.725034,19797.77015
No,Yes,604.7587402,19369.34923
No,No,384.3310694,34232.06923
No,No,1399.573561,23577.76451
No,No,328.7781476,48626.35674
No,No,271.0598661,30465.30757
No,Yes,145.0021215,19927.0921
No,Yes,344.1541116,20439.68811
No,No,985.7527395,22829.58798
No,Yes,1002.41925,17797.34371
No,Yes,1004.844323,20249.20743
No,No,483.4158516,53873.51265
No,No,1034.601162,41252.72833
No,Yes,854.6262002,16322.72259
No,No,796.8367297,29397.88409
No,No,535.6968565,55828.08177
No,Yes,1070.639261,14833.02918
No,No,0,30524.75601
No,No,1333.901206,23261.84654
Yes,No,1114.832181,39776.99896
No,Yes,793.2480916,24314.68239
No,No,433.93529,26888.08734
No,Yes,1004.273646,17069.52357
No,Yes,1112.701189,20901.21374
No,No,298.7751394,33255.83885
No,No,796.8463462,20078.78923
No,Yes,969.3971625,17686.562
No,No,1075.118346,47566.78403
No,Yes,0,16451.94239
No,Yes,44.65556623,26346.81193
No,Yes,1000.740586,14689.49468
No,No,1311.999313,26377.97395
Yes,Yes,2086.536165,17893.72137
No,No,697.0468594,38743.09318
No,No,1240.66425,30938.53745
No,Yes,726.7641457,16079.63675
No,No,633.5041872,40571.76652
No,Yes,386.156432,22527.64722
No,No,0,34701.19596
No,No,808.5935854,41222.35167
No,No,1384.392454,35499.52693
No,No,713.067544,44413.75139
No,No,590.6765328,26673.8476
No,No,294.8446533,41591.77996
No,No,208.0077062,42399.52956
No,No,220.4493279,33213.32492
No,No,773.172691,49308.16489
No,No,1248.477058,37204.07352
No,No,634.1866103,32255.98924
No,No,678.1868937,55542.96963
No,No,1252.621497,27295.51793
No,Yes,1297.265043,16864.43489
No,No,0,38870.4968
No,No,1190.761292,27257.12253
No,No,196.515562,44226.63177
No,No,619.5592065,33476.66786
No,No,438.6250849,41454.72128
No,No,676.0988601,38571.41375
No,No,589.914146,49945.38901
No,No,1068.14635,27859.86445
No,No,1210.416122,45113.16252
No,Yes,390.3564738,9114.275289
No,No,1505.707167,35786.32716
No,No,490.0559754,35895.35391
No,No,123.2860681,47467.95895
No,No,563.2864112,51720.91153
No,No,409.1603681,45055.89747
No,Yes,781.6803963,21342.47871
No,No,870.3027256,24263.12744
No,No,509.1560111,47444.15145
No,No,1056.662484,39255.76331
No,No,394.9902144,41574.83351
No,Yes,1592.004647,19982.29006
No,No,0,49250.46411
No,No,1276.403278,52215.13403
Yes,No,2413.319449,38540.57271
No,No,210.1232594,58413.10367
Yes,No,2187.224846,42205.12305
No,No,1159.841945,43385.01904
No,No,1339.603177,46442.35377
No,Yes,793.3474509,11495.39314
No,Yes,163.5033913,17545.72664
No,No,867.6294827,43091.93599
No,Yes,1231.025804,13363.97805
No,No,312.4154887,47118.99943
No,Yes,758.4480112,20936.06864
No,Yes,1035.823468,13959.42045
No,No,763.7352796,44125.71873
No,Yes,728.5435561,12475.46073
No,No,1066.296558,42247.77855
No,No,338.7252717,37017.10149
No,No,264.9424906,39317.57391
No,No,1167.325681,43337.13006
No,No,553.7428862,39653.98309
No,No,485.7928417,38281.31479
No,No,485.9448148,46447.40528
No,No,690.4383031,66807.9363
Yes,No,1588.526206,38014.56885
No,No,460.4301908,56002.2232
No,No,275.660215,31259.9782
No,No,336.9071196,41907.71615
No,No,307.693119,42220.85392
No,Yes,1431.077694,20576.77995
No,Yes,787.6182494,11928.55523
No,Yes,1660.404013,18861.15466
No,No,0,41482.70163
No,No,1744.935803,43978.11235
No,Yes,758.3096627,12662.126
No,No,1173.462466,48396.50483
No,No,1335.541418,53354.84921
No,Yes,1434.849164,17459.03127
No,No,591.066666,43869.3159
No,No,862.7765105,49444.78465
No,Yes,1233.250011,16076.85426
No,Yes,911.7867777,20928.39244
No,No,0,43066.26756
No,No,286.928184,50618.72261
No,No,377.5344919,28045.59512
No,No,811.7924885,36874.61863
No,Yes,1856.605596,17845.33685
No,No,607.8379922,33737.17549
Yes,Yes,2182.348954,22037.85969
No,Yes,1406.567671,23050.88827
No,Yes,662.0906031,16310.79451
No,No,777.0162482,52797.93905
No,No,0,47236.97377
No,Yes,769.7114996,11262.63855
No,No,970.1847021,38784.45915
No,No,537.9266975,45615.19566
No,No,768.1548836,39701.93491
No,No,1150.040923,19536.16037
No,No,902.5572891,32765.38813
No,No,442.8275798,42004.19673
No,No,100.8668444,31389.45857
No,Yes,904.0563158,23188.71514
No,No,1396.263723,24379.07154
No,No,1001.331745,47640.737
Yes,No,1631.615617,38906.95641
No,No,790.7405179,45900.29736
No,No,1097.393094,46807.08168
No,No,0,37598.86279
No,Yes,1262.835385,12406.99895
No,No,738.1929286,54491.14267
No,No,655.2677484,28642.58257
No,No,0,32944.99582
No,No,638.5403332,20607.4593
No,No,570.9308876,46840.72126
No,No,1056.443662,31268.737
No,No,1522.855155,35805.25597
No,No,977.3215555,35296.28141
No,No,743.5650136,28893.87601
No,No,352.0332779,38259.22409
No,No,318.2094608,48975.36743
No,Yes,674.8509392,15798.1346
No,No,268.9543495,55892.72711
No,Yes,1023.205479,17694.9656
No,No,718.1569168,42172.00521
No,No,843.2908052,41692.42221
No,No,866.729785,36452.72212
No,No,449.949322,38987.02486
No,No,459.101423,45043.6664
No,Yes,760.2195299,17657.98551
No,No,1160.827632,26022.95259
No,No,1317.512987,49285.54547
No,Yes,561.7818671,18470.28261
No,Yes,176.5338346,15175.58604
No,Yes,1059.236341,12601.47121
No,No,526.7984896,28491.4805
No,No,20.96450385,62862.75183
No,No,528.9424635,42134.27063
No,No,1561.53353,54594.84671
No,No,963.7228112,47605.76859
No,Yes,1227.365273,12128.14817
No,No,1209.377359,35071.31662
No,Yes,671.1758688,17564.95475
No,No,275.6246467,35761.3165
No,No,776.188873,34140.98039
No,Yes,699.303115,19789.53066
No,Yes,606.1251346,16957.64876
No,Yes,1231.212923,20000.06255
Yes,No,1408.438085,48012.91357
No,No,338.4954707,34332.84324
No,No,1380.48149,24856.64306
No,No,1316.42181,45806.90151
No,No,1046.182045,48752.13176
No,Yes,904.684255,17281.11917
No,No,1281.520648,37665.29394
No,No,0,46597.49508
No,Yes,501.1116447,22393.27308
No,No,1085.95015,36532.71876
No,No,351.9451074,48726.04767
Yes,No,1803.170259,36192.63022
No,No,666.622349,44931.93976
No,No,154.703584,33162.19321
No,No,360.0891792,44448.9158
No,No,105.4410038,35291.46335
No,No,492.4282925,25848.9885
No,Yes,1232.422469,24093.29644
No,No,1154.398529,20457.22078
No,Yes,1113.326964,14579.65698
No,Yes,699.6980374,22590.66798
No,Yes,1001.785683,24771.72694
No,Yes,1217.226947,16449.999
No,No,1156.933998,45325.34097
No,Yes,1637.450714,18766.85518
No,No,824.2414326,53320.28294
No,No,662.3428972,49885.01912
No,No,617.6407642,37604.93356
No,No,271.4519112,34863.1042
No,Yes,688.1812417,18755.95323
No,No,797.7091656,39677.69721
No,No,464.4043311,53215.93158
No,Yes,976.2022175,23191.7707
No,No,1430.766147,45672.51997
No,Yes,1208.144482,17721.29366
No,No,0,41960.1745
No,Yes,402.3587995,15256.48418
No,Yes,824.5143779,15309.27621
No,Yes,1060.878824,11041.3315
No,No,310.4959193,47427.32909
No,No,691.4184986,40232.65666
No,No,23.15226669,42016.89909
No,Yes,913.2761576,20446.203
No,No,970.8164382,35835.35508
No,No,1148.447538,39662.12241
No,No,1638.687046,38441.15803
No,Yes,0,19134.44475
No,Yes,1448.950207,28273.83539
No,Yes,1286.839756,17464.99353
No,No,762.0735996,48268.59139
No,No,977.5765275,51074.21274
No,No,368.7680524,45647.29761
No,No,267.9593388,46134.62266
No,Yes,503.1563883,18728.29694
No,No,0,48523.33555
No,No,282.6028771,56118.3224
No,No,748.0570433,47775.18082
No,No,999.6540136,27564.68871
No,No,494.660496,47035.75468
No,No,1022.682388,22588.55547
No,Yes,1135.217871,19062.59687
No,No,707.8023303,40140.80045
Yes,Yes,1954.321689,17137.47372
No,Yes,1282.350409,7230.030471
No,No,808.6169215,23519.67255
No,Yes,1219.933751,21765.38212
No,No,481.8804217,44137.0795
No,No,409.4117491,53624.45775
No,No,1157.277347,31369.49194
Yes,No,1424.93289,27668.95224
No,No,0,58825.61513
No,No,687.0691307,34434.21823
No,No,1435.662933,31507.08928
No,No,188.544102,49697.23179
No,No,1084.387499,34558.61578
No,No,644.6185908,37452.06721
No,No,1345.563131,38602.11298
No,Yes,733.7194635,27165.47998
No,Yes,744.1780148,20773.6274
No,No,0,29542.0254
No,Yes,1395.961882,23717.85111
Yes,No,1920.242332,57242.98341
No,No,538.4132679,40773.94146
No,Yes,385.6982623,18352.43625
No,Yes,1350.757577,19692.91878
No,No,1567.763856,39201.24186
No,No,753.6868883,42230.64777
No,No,72.37195337,28717.94062
No,Yes,675.0360244,21115.79312
No,Yes,980.16435,13713.50223
No,Yes,910.3836047,19163.80699
No,Yes,1262.884299,14340.50794
No,No,621.3127192,39372.07719
No,No,643.4026386,50208.82372
No,Yes,728.2592917,13438.98556
No,No,459.2602277,59731.28878
No,No,289.6166642,49066.83365
No,Yes,784.7466141,11642.92229
No,Yes,712.5947732,18441.02612
No,No,1096.003601,52030.9726
No,Yes,435.4855311,19899.75457
No,No,688.0224701,29019.81789
No,No,599.4283586,36654.64817
No,No,68.75629448,45811.74294
