Sold Price,DOM,Garage Capacity,HOA Fee,Irregular Shape,Quadrant,School District,Sold Terms,Total Bedrooms,Total Bathrooms,Total Square Feet,Year Built,Zip,year_sold,month_sold,built_after_2000
238000,51,2,10,Yes,SW,Logan,Conventional,5,4,1863,2005,84321,2019,8,1
274900,51,2,0,No,NE,Logan,Conventional,4,3,3550,1960,84321,2018,11,0
275000,51,2,100,No,SW,Logan,Conventional,3,3,2055,2019,84321,2020,1,1
725000,51,3,0,No,SE,Logan,Conventional,5,4,4998,2003,84321,2020,11,1
122900,52,0,100,No,NE,Logan,Conventional,2,1,816,1974,84321,2018,8,0
274500,52,2,0,No,SW,Logan,FHA,4,3,2272,2004,84321,2019,7,1
285000,52,1,0,No,SE,Logan,VA,7,3,3800,1946,84321,2019,8,0
365000,52,2,0,Yes,NE,Logan,Conventional,5,4,3277,1965,84321,2019,10,0
121000,53,0,125,No,NW,Logan,Other,2,2,954,1979,84321,2019,1,0
162000,53,0,55,No,NW,Logan,FHA,3,3,1398,1998,84341,2018,7,0
179000,53,1,0,No,NW,Logan,FHA,4,2,1660,1947,84321,2020,5,0
371000,53,2,0,No,NE,Logan,Other,4,3,3490,1963,84321,2018,6,0
350000,53,2,0,Yes,NE,Logan,Conventional,5,4,3528,1978,84321,2018,5,0
128000,54,0,75,No,SW,Logan,Conventional,3,2,1152,1980,84321,2018,5,0
135600,54,0,75,No,SW,Logan,Conventional,3,2,1152,1980,84321,2019,3,0
183000,54,1,0,No,NW,Logan,VA,3,2,1562,1981,84341,2018,10,0
177000,55,0,0,No,SE,Logan,Conventional,2,1,985,1918,84321,2019,9,0
210000,55,2,75,No,NW,Logan,Cash,3,3,1593,2014,84341,2018,12,1
235000,55,2,0,No,NW,Logan,Other,3,2,1616,1995,84341,2020,8,0
256000,55,2,0,No,NW,Logan,FHA,5,2,2148,1974,84341,2020,6,0
267000,55,2,0,Yes,SE,Logan,Other,5,2,2692,1966,84321,2019,12,0
275900,55,2,0,No,SW,Logan,FHA,4,2,1753,2003,84321,2020,7,1
364900,55,2,0,Yes,NE,Logan,Cash,4,3,3535,1979,84341,2020,7,0
175999,56,0,0,No,SE,Logan,Conventional,2,1,1337,1909,84321,2020,7,0
192500,56,0,0,No,SW,Logan,Conventional,4,2,1733,1981,84321,2019,2,0
195000,56,2,0,No,SW,Logan,FHA,3,2,1632,1998,84321,2018,3,0
209000,56,1,0,No,SW,Logan,FHA,3,1,1318,1959,84321,2019,5,0
234000,56,2,130,No,NW,Logan,FHA,4,4,2555,2005,84341,2019,12,1
230000,56,2,75,No,NW,Logan,Conventional,3,3,1562,2012,84341,2020,5,1
303000,56,2,0,No,SE,Logan,Conventional,4,3,2500,2017,84321,2018,3,1
48500,57,0,0,No,NW,Logan,Conventional,4,2,1485,1995,84321,2019,5,0
178261,57,2,75,No,NW,Logan,Other,3,3,1583,2017,84341,2018,1,1
204900,57,1,125,No,NW,Logan,Conventional,3,2,1142,2020,84341,2020,8,1
210000,57,0,125,No,NW,Logan,Conventional,3,2,1526,2020,84341,2020,9,1
235000,57,2,75,No,NW,Logan,Cash,2,2,1409,2007,84321,2018,6,1
239900,57,2,119,Yes,NE,Logan,Conventional,3,3,1850,1997,84321,2018,6,0
247000,57,2,0,Yes,NW,Logan,Conventional,3,3,1545,2013,84341,2019,3,1
319000,57,2,0,No,NE,Logan,Conventional,5,4,3642,1974,84321,2019,6,0
287500,57,2,0,No,NE,Logan,Other,6,3,3476,1958,84321,2018,11,0
366000,57,2,0,No,NE,Logan,Conventional,5,3,3690,1966,84341,2019,5,0
236900,58,2,35,No,NW,Logan,FHA,3,3,1690,2011,84321,2019,1,1
256500,58,2,0,No,NE,Logan,FHA,5,3,2976,1975,84341,2018,12,0
315000,58,2,0,No,NE,Logan,FHA,4,2,2914,1960,84321,2019,11,0
354000,58,2,0,No,NE,Logan,Other,4,4,3670,1990,84321,2019,2,0
399000,58,3,0,No,NE,Logan,Conventional,6,3,4104,1976,84321,2018,5,0
460000,58,0,0,No,SW,Logan,Conventional,6,3,3123,1928,84321,2020,11,0
210500,59,2,95,No,NW,Logan,Conventional,3,3,1371,2006,84341,2020,5,1
235000,59,2,130,No,NE,Cache,Conventional,3,3,1525,2019,84341,2020,9,1
244000,59,2,130,No,NE,Cache,Conventional,3,3,1525,2019,84341,2020,9,1
268000,59,2,75,Yes,NE,Logan,Conventional,4,3,2849,1995,84321,2018,12,0
309000,59,0,0,No,NW,Logan,Conventional,4,2,2599,1910,84321,2019,12,0
430000,59,2,0,No,SW,Logan,Conventional,4,3,5037,1993,84321,2019,8,0
465000,59,4,0,Yes,SW,Logan,VA,5,3,4302,1903,84321,2020,9,0
399000,60,2,0,No,SW,Logan,Conventional,4,3,2554,2015,84321,2020,10,1
425000,60,2,25,No,NE,Logan,Conventional,6,4,4314,1996,84321,2018,8,0
204500,61,0,10,No,SW,Logan,FHA,4,2,2108,1978,84321,2018,2,0
220000,61,2,10,No,SW,Logan,FHA,4,3,1680,2007,84321,2018,3,1
231000,61,0,0,No,SW,Logan,FHA,4,2,1904,1981,84321,2020,6,0
608000,61,4,0,Yes,NE,Logan,Other,6,6,7053,2003,84321,2018,5,1
130000,62,0,80,No,NE,Logan,Conventional,2,1,872,1977,84341,2020,2,0
205925,62,0,125,No,NW,Logan,Conventional,3,2,1526,2020,84341,2020,10,1
200000,62,0,0,No,NE,Logan,FHA,4,2,1764,1985,84321,2019,8,0
209900,62,2,90,No,NW,Logan,Conventional,3,3,1464,2006,84341,2019,8,1
215000,62,0,0,No,NW,Logan,FHA,5,2,2094,1970,84321,2018,10,0
207500,62,2,0,No,NW,Logan,Cash,4,1,2460,1916,84321,2020,9,0
234900,62,2,0,Yes,SW,Logan,FHA,3,2,1848,1998,84321,2019,11,0
240000,62,2,125,No,SW,Logan,Conventional,3,3,1766,2010,84321,2019,7,1
253500,62,2,10,No,SW,Logan,Conventional,3,2,1474,2019,84321,2019,9,1
270000,62,1,0,No,NE,Logan,Conventional,3,2,2816,1945,84321,2020,11,0
274500,62,2,0,No,NE,Logan,Conventional,3,2,2860,1975,84341,2020,4,0
620000,62,3,0,Yes,NE,Logan,Cash,6,5,5904,1994,84321,2019,7,0
118000,63,0,102,No,NE,Logan,Cash,2,1,816,1974,84321,2019,3,0
235000,63,2,130,No,NE,Cache,Conventional,3,3,1525,2019,84341,2020,10,1
238000,63,0,0,No,SE,Logan,FHA,4,3,1852,1904,84321,2019,12,0
249900,63,2,0,No,SW,Logan,Conventional,4,3,2093,2001,84321,2019,2,1
259000,63,1,0,No,NE,Logan,Conventional,5,3,2350,1961,84341,2020,5,0
267000,63,2,0,Yes,NE,Logan,Cash,4,3,2689,1978,84321,2019,10,0
323000,63,2,18,Yes,SW,Cache,FHA,4,3,2449,2020,84321,2020,5,1
199900,64,1,0,No,SE,Cache,FHA,4,2,2100,1963,84321,2019,3,0
274000,64,2,0,No,NE,Logan,Conventional,6,3,2300,1977,84341,2020,3,0
322900,64,2,125,Yes,NE,Logan,Other,5,3,2552,2005,84321,2019,5,1
289900,65,2,40,Yes,SE,Logan,VA,5,3,2896,1998,84321,2019,6,0
372000,65,0,0,No,NE,Logan,Conventional,5,3,3572,1971,84341,2020,2,0
128000,66,0,0,Yes,SW,Logan,Other,3,2,1152,1983,84321,2019,7,0
216000,66,2,0,No,SW,Cache,Other,3,3,1405,2010,84321,2018,6,1
224000,66,2,110,No,NW,Logan,Conventional,5,4,2539,2006,84341,2018,10,1
235000,66,2,110,No,NE,Cache,Conventional,3,3,1480,2014,84341,2020,6,1
225000,66,2,120,Yes,SW,Logan,Cash,5,3,2328,1986,84321,2018,1,0
294900,66,2,0,Yes,NW,Logan,Conventional,5,3,2716,1899,84321,2019,11,0
310000,66,2,18,No,SW,Logan,Conventional,5,3,2491,2007,84321,2020,9,1
359900,66,2,0,No,NE,Logan,Conventional,5,4,3875,1987,84321,2018,5,0
310000,67,2,0,No,NE,Logan,Cash,4,4,2781,1993,84321,2019,6,0
161000,68,1,0,No,NE,Logan,Cash,3,1,1547,1924,84321,2018,10,0
231400,68,1,0,No,NW,Logan,FHA,3,1,1257,1919,84321,2020,8,0
224900,68,2,0,No,SW,Logan,Conventional,3,2,1224,2007,84321,2019,5,1
249900,68,2,220,No,SW,Logan,Conventional,3,2,1258,2019,84321,2020,2,1
300300,68,2,0,No,NE,Logan,Cash,4,3,3782,1960,84321,2018,11,0
380000,68,2,0,Yes,SE,Logan,Conventional,4,3,3472,1998,84321,2018,12,0
725500,68,5,0,Yes,SE,Logan,Cash,7,4,7003,1997,84321,2019,8,0
145546,69,0,0,No,NW,Logan,FHA,3,2,1040,1981,84321,2019,2,0
137500,69,1,175,No,NE,Logan,FHA,2,2,1296,1980,84321,2018,10,0
202400,69,0,0,No,SW,Logan,VA,3,2,1400,1940,84321,2020,2,0
226500,69,0,0,No,NW,Logan,FHA,4,2,2139,1974,84341,2019,5,0
258000,69,2,80,No,NW,Logan,Other,2,2,1480,2015,84341,2018,6,1
572000,69,3,0,Yes,SE,Logan,Conventional,4,5,5662,1996,84321,2019,1,0
169900,70,2,75,No,NW,Logan,Conventional,3,3,1559,2007,84341,2018,3,1
193000,70,2,0,No,NW,Logan,FHA,3,3,1703,1981,84341,2019,11,0
282000,70,2,80,No,NW,Logan,Conventional,3,2,1630,2007,84321,2019,8,1
350000,70,2,0,No,NE,Logan,Other,5,3,3320,1961,84341,2020,5,0
675000,70,3,0,No,SE,Logan,Conventional,7,5,6786,1999,84321,2018,6,0
252000,71,2,130,No,NW,Logan,Conventional,4,4,2630,2002,84341,2020,5,1
270000,71,2,0,No,NW,Logan,FHA,3,2,1944,1987,84321,2020,9,0
275000,71,2,220,No,SW,Cache,Conventional,5,3,2514,2008,84321,2018,8,1
145000,72,0,0,No,NW,Logan,Conventional,3,2,1042,1981,84341,2020,3,0
190000,72,0,120,No,SW,Logan,FHA,4,1,1326,1980,84321,2020,2,0
217000,72,2,90,No,NW,Logan,FHA,3,3,1578,2011,84341,2020,8,1
239900,72,2,0,No,SW,Cache,Cash,3,3,1646,2013,84321,2019,6,1
263400,72,2,220,Yes,SW,Logan,Conventional,3,2,2204,2019,84321,2019,2,1
115000,73,0,0,No,NW,Logan,Other,1,1,696,1924,84321,2018,11,0
189900,73,2,125,No,SW,Logan,FHA,3,3,1309,2008,84321,2019,4,1
250000,73,1,0,No,NW,Logan,Conventional,4,1,1796,1939,84321,2020,11,0
259000,73,3,0,No,NE,Logan,Conventional,3,2,2314,1940,84321,2020,8,0
281500,73,2,100,No,NW,Logan,Other,3,2,1555,2005,84321,2020,4,1
214900,74,2,10,Yes,SW,Logan,Conventional,3,2,1553,2006,84321,2018,2,1
237500,74,2,65,Yes,SW,Logan,Conventional,3,2,1900,2004,84321,2019,5,1
267400,74,2,75,No,NE,Logan,Cash,5,3,2890,1993,84321,2019,6,0
150000,75,0,100,No,NE,Logan,Conventional,2,1,816,1974,84321,2020,8,0
258000,75,2,20,No,NW,Logan,Conventional,3,3,1324,2010,84321,2020,7,1
263500,75,2,220,No,SW,Cache,Conventional,5,3,2498,2007,84321,2018,10,1
200000,76,1,0,No,SE,Logan,Conventional,3,1,1689,1909,84321,2019,10,0
179900,77,0,0,No,SE,Logan,Conventional,2,1,926,1909,84321,2020,11,0
254000,77,2,0,No,SW,Logan,Conventional,3,3,1740,2018,84321,2019,3,1
270000,77,3,0,No,NE,Logan,FHA,3,3,2852,1977,84341,2019,3,0
199000,78,0,0,No,NW,Logan,FHA,4,2,1736,1943,84321,2018,6,0
375000,78,2,0,No,NE,Logan,Conventional,5,3,3180,1968,84341,2020,8,0
212000,79,2,0,No,NE,Logan,FHA,3,2,2925,1996,84321,2018,10,0
231300,79,2,60,No,NE,Logan,FHA,4,2,2136,1981,84321,2019,2,0
265000,79,1,0,Yes,NE,Logan,Conventional,4,2,2270,1938,84321,2019,12,0
286500,79,2,0,No,NE,Logan,Cash,4,2,2536,1954,84321,2020,1,0
390000,79,2,160,No,SE,Logan,VA,4,3,3358,2006,84321,2019,10,1
199500,80,2,0,No,SW,Logan,FHA,3,2,1631,1985,84321,2018,12,0
290000,80,2,0,No,NE,Logan,Cash,5,3,2584,1976,84321,2019,12,0
294900,80,2,110,No,NE,Logan,Conventional,4,3,2728,1991,84341,2020,8,0
212000,81,0,0,No,NW,Logan,FHA,4,2,1807,1948,84321,2019,7,0
178900,82,1,0,No,NE,Logan,Conventional,2,1,1246,1917,84321,2019,11,0
220000,82,1,0,No,NE,Logan,VA,3,1,2335,1951,84321,2019,11,0
239900,82,2,220,No,SW,Logan,FHA,2,2,1235,2018,84321,2019,1,1
242000,83,0,0,Yes,SW,Logan,Conventional,4,2,1326,1981,84321,2020,10,0
235000,83,2,0,No,SW,Logan,Conventional,4,3,2058,2003,84321,2018,1,1
247000,83,2,0,No,NW,Logan,Cash,4,3,1863,1993,84341,2019,11,0
263000,83,0,0,No,NE,Logan,FHA,5,3,2508,1960,84321,2019,3,0
209900,84,1,125,No,NW,Logan,Cash,2,2,1165,2020,84341,2020,8,1
212000,84,2,90,No,NW,Logan,Conventional,3,3,1354,2007,84341,2020,8,1
217000,84,1,0,No,NE,Logan,FHA,4,2,1924,1952,84321,2018,11,0
230000,84,2,0,No,SW,Logan,FHA,4,2,1848,1981,84321,2018,9,0
224000,84,2,0,No,NW,Logan,FHA,4,2,2139,1974,84321,2019,1,0
236000,84,0,0,No,NE,Logan,Conventional,4,2,2932,1925,84321,2018,12,0
210000,84,2,0,No,NW,Logan,Cash,4,3,3372,1967,84321,2018,11,0
300000,84,2,50,No,NE,Logan,Conventional,5,3,3236,1988,84321,2018,9,0
340000,84,3,0,No,NW,Logan,Conventional,4,3,2547,2019,84321,2019,6,1
235000,85,0,0,No,NE,Logan,Conventional,4,1,2225,1917,84321,2019,6,0
330000,85,2,25,No,SW,Cache,FHA,4,3,2415,2020,84321,2020,9,1
222500,86,1,0,No,NE,Logan,Conventional,4,2,1660,1950,84321,2020,5,0
318000,86,2,0,Yes,SE,Logan,FHA,6,3,3680,1978,84321,2018,7,0
320000,86,2,0,No,NE,Logan,Cash,5,3,3652,1968,84341,2019,8,0
32000,87,0,350,No,SW,Logan,Cash,3,2,1080,2000,84321,2018,8,1
42000,87,0,300,No,NW,Logan,Cash,3,2,1960,1976,84321,2019,8,0
200000,87,0,0,No,NW,Logan,Other,5,3,2106,1962,84321,2019,2,0
274900,87,2,0,No,NE,Logan,FHA,6,3,2746,1954,84341,2020,1,0
255000,87,2,0,No,SW,Logan,Conventional,4,2,2606,1921,84321,2020,1,0
405000,87,2,35,No,NE,Logan,Conventional,6,4,4020,1995,84321,2018,12,0
175000,88,0,0,No,NE,Logan,Conventional,3,2,2292,1951,84321,2018,2,0
128000,89,0,150,No,NW,Logan,Conventional,2,1,904,1978,84341,2019,10,0
158000,89,0,0,No,SE,Logan,FHA,3,2,1144,1950,84321,2018,1,0
235000,89,2,130,No,NE,Cache,FHA,3,3,1525,2020,84341,2020,7,1
233000,89,2,0,No,SE,Logan,Cash,5,3,2576,1980,84321,2018,12,0
35000,90,0,370,No,SW,Logan,Cash,3,2,1300,1999,84321,2019,10,0
231900,90,2,0,No,NE,Logan,Conventional,5,3,2656,1976,84321,2018,4,0
256000,91,1,0,No,SW,Logan,Conventional,6,2,2746,1928,84321,2019,6,0
266500,91,2,0,No,SW,Logan,Conventional,3,3,1740,2018,84321,2020,4,1
200000,92,2,75,No,NW,Logan,Conventional,3,3,1600,2007,84341,2019,2,1
237900,92,2,0,No,SW,Logan,FHA,3,3,1636,2016,84321,2019,1,1
293300,92,2,0,No,NE,Logan,Conventional,3,2,2396,1969,84321,2020,2,0
137000,93,1,0,Yes,SW,Logan,Conventional,2,1,1055,1902,84321,2018,3,0
204900,93,1,125,No,NW,Logan,Conventional,3,2,1142,2020,84341,2020,10,1
220000,94,1,0,No,NW,Logan,FHA,5,2,2134,1955,84321,2020,4,0
286000,94,2,110,No,NE,Logan,Conventional,2,2,1804,1993,84341,2020,10,0
310000,94,2,18,Yes,SW,Cache,Conventional,4,3,2449,2019,84321,2020,4,1
305000,94,2,0,No,NE,Logan,Conventional,4,2,2700,1968,84321,2020,6,0
366000,94,2,0,No,NE,Logan,Conventional,5,3,4023,1968,84321,2019,12,0
385000,94,2,0,No,NE,Logan,Conventional,5,3,3260,1971,84341,2018,12,0
177365,95,2,75,No,NW,Logan,Other,3,3,1616,2017,84341,2018,1,1
249500,95,2,0,No,SW,Logan,VA,3,3,1905,2018,84321,2018,6,1
246000,95,2,0,No,SW,Logan,FHA,5,3,2104,1993,84321,2018,11,0
270000,95,0,0,No,SE,Logan,Conventional,6,3,3378,1933,84321,2020,7,0
41500,97,0,320,No,NW,Logan,Cash,2,1,896,1972,84321,2019,6,0
288000,97,2,0,No,NE,Logan,Cash,4,3,2832,1977,84341,2018,12,0
241750,97,2,0,No,NE,Logan,Conventional,5,3,4023,1968,84321,2018,8,0
370000,99,3,0,No,NE,Logan,Conventional,6,4,3252,2003,84321,2019,11,1
239500,100,2,125,No,SW,Logan,Cash,3,3,1617,2010,84321,2019,3,1
246300,100,2,0,No,SW,Logan,Conventional,3,3,1750,2018,84321,2018,12,1
269900,100,2,0,No,NW,Logan,FHA,3,2,1224,2018,84341,2020,10,1
225500,101,1,0,No,SW,Logan,Conventional,3,2,1865,1914,84321,2020,3,0
254000,101,0,0,No,NE,Logan,Conventional,3,2,1410,1940,84321,2020,8,0
201500,102,1,0,No,NW,Logan,Conventional,4,2,1600,1942,84321,2018,3,0
221800,102,2,0,No,SW,Logan,FHA,3,3,1625,1996,84321,2018,12,0
300000,102,2,70,No,NE,Logan,VA,3,2,2282,2016,84341,2020,3,1
255900,104,2,220,No,SW,Logan,FHA,4,3,1815,2018,84321,2018,12,1
283601,105,2,0,No,SW,Logan,Cash,6,3,2725,2002,84321,2018,2,1
340000,105,2,0,No,NE,Logan,Conventional,5,3,2832,1978,84341,2020,7,0
430900,105,2,0,No,NE,Logan,Conventional,4,4,3530,1986,84341,2020,11,0
229900,106,2,110,No,NW,Logan,FHA,4,2,1342,2003,84321,2020,3,1
204900,107,1,0,No,NE,Logan,Conventional,3,1,1073,1972,84321,2019,10,0
580865,107,3,0,No,NE,Logan,Conventional,6,3,5159,2018,84341,2019,4,1
158180,109,1,0,No,SW,Logan,Other,3,2,2298,1904,84321,2018,12,0
18500,112,0,320,No,SW,Logan,Cash,3,2,1036,1981,84321,2018,2,0
207500,112,2,10,No,SE,Logan,FHA,4,2,1802,1993,84321,2018,2,0
327500,112,2,0,Yes,NE,Logan,Conventional,5,4,3238,1993,84321,2019,8,0
326500,112,2,0,No,NE,Logan,Conventional,5,3,3190,1978,84341,2020,5,0
567700,112,3,0,No,SE,Logan,Conventional,6,4,5218,2006,84321,2020,3,1
182500,113,1,0,No,NW,Logan,FHA,3,1,1968,1918,84321,2018,10,0
215000,114,1,0,No,NE,Logan,Conventional,4,2,1936,1950,84321,2019,11,0
240000,114,2,0,No,NE,Logan,Cash,6,3,2722,1963,84341,2019,10,0
282000,114,2,0,No,NW,Logan,Conventional,4,3,2842,1968,84321,2020,4,0
200000,115,2,119,No,NE,Logan,Conventional,2,2,1467,1995,84321,2019,1,0
265000,115,2,0,No,SW,Logan,FHA,6,3,2478,1993,84321,2018,2,0
160000,116,1,0,No,NE,Logan,FHA,2,1,745,1947,84341,2019,5,0
220000,117,1,0,No,NE,Logan,FHA,5,2,1888,1979,84341,2020,2,0
310000,118,3,0,Yes,NE,Logan,Conventional,5,3,3461,1977,84341,2019,7,0
399900,118,3,0,No,NE,Logan,Cash,5,4,4323,1991,84321,2019,2,0
185000,119,2,100,No,NW,Logan,Conventional,2,2,1285,1996,84321,2018,3,0
245000,119,1,0,No,SE,Logan,Conventional,4,2,2240,1940,84321,2020,8,0
264000,119,2,119,No,NE,Logan,Cash,4,4,2860,2001,84321,2019,6,1
340500,120,2,0,No,NE,Logan,Conventional,3,3,3383,1972,84341,2019,7,0
430000,120,2,0,No,NE,Logan,Cash,5,2,3154,1906,84321,2018,7,0
163000,121,0,0,No,SW,Logan,VA,1,1,551,1912,84321,2019,5,0
307000,121,2,0,Yes,NE,Logan,Conventional,5,3,3008,1979,84341,2019,8,0
309000,123,6,0,No,NE,Logan,Conventional,6,4,4810,1977,84341,2019,10,0
33000,125,0,270,No,NW,Logan,Cash,3,2,1000,1996,84321,2018,6,0
284000,126,2,0,No,NE,Logan,Conventional,6,3,3414,1967,84321,2018,2,0
242500,128,1,0,No,NE,Logan,FHA,5,2,2492,1956,84321,2018,12,0
279000,129,2,0,No,SE,Logan,Conventional,3,2,2099,1896,84321,2020,1,0
221885,130,0,0,No,NE,Logan,Cash,4,2,2048,1935,84321,2018,12,0
315000,130,2,0,No,SW,Logan,FHA,5,4,2902,1995,84321,2019,12,0
375000,130,2,0,No,NE,Logan,Conventional,4,3,2898,1971,84321,2020,1,0
50000,131,0,350,No,SW,Logan,Cash,3,2,1056,2013,84321,2018,10,1
199500,133,2,90,No,NW,Logan,Cash,3,3,2331,1974,84321,2020,7,0
305196,133,2,0,No,NE,Logan,FHA,5,3,3072,1982,84321,2019,2,0
332000,133,2,1,No,NE,Logan,Cash,4,3,3585,2017,84341,2018,1,1
20000,134,0,300,No,NW,Logan,Cash,2,1,1120,1979,84321,2019,1,0
191900,134,0,0,Yes,SW,Logan,FHA,4,1,1914,2004,84321,2018,12,1
275000,137,2,18,No,SW,Logan,Conventional,2,2,1278,2020,84321,2020,9,1
22000,139,0,335,No,SW,Logan,Cash,2,2,854,1993,84321,2018,8,0
215000,139,1,0,No,NW,Logan,Conventional,4,2,1997,1971,84321,2019,1,0
225000,140,2,70,No,NW,Logan,FHA,3,2,1570,2018,84341,2019,5,1
285000,142,2,0,No,SE,Logan,Cash,5,3,2662,1991,84321,2020,3,0
322000,143,1,0,No,NE,Logan,Cash,5,2,2633,1956,84321,2019,12,0
293500,144,2,0,Yes,NE,Logan,VA,7,3,3122,1996,84321,2018,4,0
303000,145,2,0,No,NE,Logan,Cash,5,3,3078,1970,84341,2019,12,0
205000,147,2,15,No,SW,Logan,FHA,3,2,1985,2003,84321,2018,7,1
292900,149,2,0,No,SW,Logan,FHA,4,3,2559,2017,84321,2018,2,1
202500,151,0,0,No,SW,Logan,FHA,2,1,1271,1937,84321,2020,3,0
289900,151,2,100,No,NW,Logan,Conventional,3,2,1784,2007,84321,2020,8,1
48000,153,0,320,No,NW,Logan,Cash,3,2,1976,1993,84321,2020,2,0
269900,154,2,0,No,NW,Logan,Other,4,3,1706,2019,84321,2020,2,1
549000,157,2,0,No,SE,Logan,Conventional,7,4,4922,1986,84321,2020,10,0
265000,161,2,0,No,SW,Logan,FHA,5,3,2600,2008,84321,2019,1,1
290000,166,2,25,No,NE,Logan,VA,6,3,2345,1992,84321,2019,12,0
315000,166,2,0,No,SE,Logan,Conventional,5,4,3223,1986,84321,2019,10,0
233900,170,2,220,No,SW,Logan,Conventional,2,2,1270,2018,84321,2019,4,1
275000,174,2,0,Yes,NE,Logan,Other,4,3,2950,1966,84321,2018,3,0
235000,179,2,0,No,NE,Logan,Conventional,5,2,2536,1978,84341,2018,3,0
262000,181,2,0,No,SW,Logan,Conventional,4,3,1815,2018,84321,2019,3,1
208000,184,2,150,No,NE,Logan,Cash,2,2,2540,1989,84321,2020,2,0
269900,188,2,0,No,SW,Logan,Conventional,4,3,2185,2014,84321,2020,4,1
223000,212,2,110,No,NE,Logan,Cash,4,3,2728,1991,84341,2020,3,0
258500,229,2,0,No,NE,Logan,Conventional,5,3,2162,1902,84321,2020,2,0
283000,234,2,25,Yes,NE,Logan,Conventional,5,4,3030,1991,84321,2018,2,0
287000,244,2,0,No,NE,Logan,Conventional,4,4,2914,1986,84341,2019,3,0
486000,256,3,0,No,NE,Logan,Cash,6,5,5958,1995,84321,2020,8,0
274900,279,2,100,Yes,NW,Logan,Conventional,3,3,2003,1996,84321,2019,9,0
52000,320,0,290,No,NW,Logan,Cash,3,2,1155,2014,84321,2019,5,1
28000,322,0,500,No,NW,Logan,Cash,2,2,868,1997,84321,2020,5,0
235000,376,2,110,No,NE,Logan,Cash,4,3,2536,1990,84341,2020,5,0
850000,386,3,35,No,NE,Logan,Cash,5,7,9797,1994,84321,2020,5,0
375000,2,6,0,No,SE,Cache,FHA,5,4,4268,1977,84325,2019,4,0
260000,3,2,0,No,NW,Cache,Conventional,5,2,2160,1978,84325,2020,6,0
451000,3,6,0,No,NW,Cache,VA,6,3,3599,1996,84325,2019,7,0
279000,4,0,0,No,SE,Cache,Other,4,2,2083,1916,84325,2019,6,0
765000,4,2,0,No,SW,Cache,Cash,4,3,3193,1995,84325,2020,10,0
340000,5,1,0,No,SW,Cache,Cash,4,2,2210,1909,84325,2020,10,0
306000,6,5,0,No,NW,Cache,Other,3,2,2960,1913,84325,2019,10,0
340000,7,2,125,Yes,SW,Cache,Conventional,6,3,3084,1980,84325,2019,9,0
592000,15,3,0,No,NW,Cache,Conventional,6,4,5022,2004,84325,2019,9,1
267000,16,2,0,No,NE,Cache,Other,4,3,2408,1996,84325,2018,6,0
559000,16,4,0,No,SW,Cache,Conventional,5,4,5286,1983,84325,2018,7,0
371000,20,2,0,No,NW,Cache,Conventional,4,3,2549,2005,84325,2019,6,1
872000,28,3,0,No,SW,Cache,FHA,4,5,5150,2017,84325,2019,5,1
459900,36,3,0,No,NW,Cache,Conventional,3,3,4003,2006,84325,2018,11,1
469000,38,2,0,No,SW,Cache,Conventional,4,4,3900,2001,84325,2018,9,1
230000,39,0,0,No,NW,Cache,Conventional,4,1,1331,1899,84325,2019,1,0
449500,39,3,0,No,NE,Cache,Conventional,6,5,5143,2002,84325,2019,11,1
613270,39,4,0,No,SW,Cache,Cash,5,4,5286,1983,84325,2020,9,0
438900,42,3,0,No,NE,Cache,Conventional,7,4,4374,2003,84325,2020,6,1
328500,44,2,0,No,NW,Cache,Conventional,5,3,3294,1989,84325,2018,4,0
337000,45,2,0,No,SE,Cache,USDA Rural Development,6,3,2887,2000,84325,2020,7,1
625000,50,5,0,No,SW,Cache,Conventional,4,4,5083,1996,84325,2018,2,0
263900,53,2,0,No,SE,Cache,Conventional,5,3,2626,1998,84325,2020,2,0
515000,59,2,0,No,SW,Cache,Conventional,4,3,3193,1995,84325,2019,7,0
445000,63,2,0,No,NW,Cache,Conventional,4,4,4070,2007,84325,2019,8,1
319000,65,2,0,No,SE,Cache,Conventional,4,3,2864,1978,84325,2018,12,0
274400,72,1,0,No,NW,Cache,VA,4,2,1924,1894,84325,2020,6,0
359500,74,2,10,No,NW,Cache,Conventional,3,2,3300,2016,84325,2020,5,1
465000,74,5,10,No,NW,Cache,Conventional,7,3,3595,2015,84325,2019,12,1
299900,81,2,0,No,SW,Cache,Conventional,5,3,2323,1995,84325,2020,2,0
367500,84,2,0,No,SE,Cache,Cash,5,3,3435,2002,84325,2019,3,1
405000,89,2,0,No,NE,Cache,Conventional,7,4,3480,2004,84325,2019,10,1
779900,110,3,0,No,SW,Cache,Other,5,4,5100,2012,84325,2020,6,1
290000,112,2,125,No,SW,Cache,Conventional,4,3,3272,1979,84325,2019,6,0
366500,118,2,0,No,NE,Cache,Other,5,4,3032,2001,84325,2019,12,1
450000,140,3,0,Yes,NE,Cache,FHA,4,3,3568,1997,84325,2018,12,0
500000,155,2,0,No,SW,Cache,VA,5,3,3449,1960,84325,2019,9,0
300000,177,2,0,No,NW,Cache,Conventional,4,3,3381,1993,84325,2018,4,0
428000,334,3,0,No,NE,Cache,USDA Rural Development,8,4,4378,2003,84325,2018,5,1
700000,337,3,0,No,NW,Cache,Conventional,5,3,5486,2005,84325,2018,6,1
917500,461,3,0,No,SW,Cache,Conventional,5,4,5476,2004,84325,2019,6,1
